code,title_it,slug,grande_gruppo,grande_gruppo_name_it,gruppo,classe,categoria,education_it,education_en,description,examples,istat_url,inapp_url
2.5.5.5.1,Artisti delle forme di cultura popolare,2-5-5-5-1-artisti-delle-forme-di-cultura-popolare,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.5,2.5.5,2.5.5.5,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità eseguono performance artistiche, acrobatiche e ricreative per strada e nelle piazze.",burattinaio; cantastorie; direttore di banda; maestro di banda; marionettista; puparo,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.5.5.5.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.5.5.5.1
2.5.5.5.2,Artisti di varietà,2-5-5-5-2-artisti-di-variet,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.5,2.5.5,2.5.5.5,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate nell'unità eseguono performance artistiche, acrobatiche e ricreative in varietà teatrali, musicali e nei locali pubblici.",artista di varietà; cantante di varietà; fantasista; illusionista; imitatore; ipnotizzatore; prestavoce; prestigiatore,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.5.5.5.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.5.5.5.2
2.5.5.5.3,Acrobati e artisti circensi,2-5-5-5-3-acrobati-e-artisti-circensi,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.5,2.5.5,2.5.5.5,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate nell'unità eseguono performance artistiche, acrobatiche e ricreative nei circhi.",acrobata; artista di circo; cavallerizzo circense; clown; contorsionista; controfigura; danzatore circense; domatore di circo; equilibrista; funambolo; giocoliere; pagliaccio; trapezista,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.5.5.5.3,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.5.5.5.3
2.5.5.6.1,Restauratori dei beni culturali,2-5-5-6-1-restauratori-dei-beni-culturali,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.5,2.5.5,2.5.5.6,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità utilizzano tecniche, conoscenze e capacità artistiche per recuperare, restaurare e conservare opere d'arte. L'esercizio della professione di restauratore di beni culturali è regolata dalle leggi dello Stato.",restauratore d'arte; restauratore di arazzi; restauratore di arazzi e tessuti; restauratore di beni culturali; restauratore di dipinti; restauratore di libri; restauratore di libri d'arte; restauratore di pittura; restauratore di quadri; restauratore di sculture; restauratore di statue,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.5.5.6.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.5.5.6.1
2.5.5.6.2,Specialisti nella conservazione dei beni culturali,2-5-5-6-2-specialisti-nella-conservazione-dei-beni-culturali,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.5,2.5.5,2.5.5.6,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità utilizzano tecniche e conoscenze tecnologiche per recuperare, restaurare e conservare opere d'arte.",esperto di diagnostica e di tecnologie applicate ai beni culturali,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.5.5.6.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.5.5.6.2
2.5.6.1.0,Specialisti in discipline religiose e teologiche,2-5-6-1-0-specialisti-in-discipline-religiose-e-teologiche,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.5,2.5.6,2.5.6.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità conducono studi e ricerche in campo teologico, ovvero forniscono servizi religiosi e spirituali associati alla pratica di una fede religiosa; fungono da guida morale e spirituale ai praticanti; programmano, dirigono e coordinano le attività delle organizzazioni religiose e delle comunità dei credenti; promuovono e propagandano la fede e la dottrina religiosa.","abate; archimandrita; arciprete; arcivescovo; assistente generale di congregazione; assistente provinciale di congregazione; bonzo; canonico; cappellano; imam; lama; ministro di culto evangelico; missionario; nunzio apostolico; officiale di curia; parroco; pastore di culto; patriarca; pope; postulatore generale; procuratore generale di congregazione; rabbino; rettore di chiesa o di santuario; sacerdote; segretario di congregazione (dicastero, curia romana); segretario generale di ordine di congregazione; superiore generale di ordine religioso o congregazione; superiore provinciale di ordine religioso o congregazione; teologo; teosofo; vescovo",https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.5.6.1.0,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.5.6.1.0
2.6.1.1.1,Docenti universitari in scienze matematiche e dell'informazione,2-6-1-1-1-docenti-universitari-in-scienze-matematiche-e-dell-informazione,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario di informatica; docente universitario in scienze dell'informazione; docente universitario in scienze matematiche; insegnante universitario di informatica; professore universitario di informatica; professore universitario di matematica,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.1.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.1.1
2.6.1.1.2,Docenti universitari in scienze fisiche,2-6-1-1-2-docenti-universitari-in-scienze-fisiche,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario in scienze fisiche; insegnante universitario in scienze fisiche; professore universitario di fisica; professore universitario in scienze fisiche,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.1.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.1.2
2.6.1.1.3,Docenti universitari in scienze chimiche e farmaceutiche,2-6-1-1-3-docenti-universitari-in-scienze-chimiche-e-farmaceutiche,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario in scienze chimiche; docente universitario in scienze farmaceutiche; insegnante universitario in scienze chimiche; professore universitario in scienze chimiche,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.1.3,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.1.3
2.6.1.1.4,Docenti universitari in scienze della terra,2-6-1-1-4-docenti-universitari-in-scienze-della-terra,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario in scienze della terra; docente universitario in scienze geologiche; insegnante universitario in scienze della terra; professore universitario in scienze della terra,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.1.4,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.1.4
2.6.1.2.1,Docenti universitari in scienze biologiche,2-6-1-2-1-docenti-universitari-in-scienze-biologiche,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.2,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario in scienze biologiche; docente universitario in scienze della vita; insegnante universitario in scienze biologiche; professore universitario in scienze biologiche,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.2.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.2.1
2.6.1.2.2,"Docenti universitari in scienze agrarie, zootecniche e della produzione animale",2-6-1-2-2-docenti-universitari-in-scienze-agrarie-zootecniche-e-della-produzione,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.2,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario di discipline agrarie; docente universitario di discipline forestali; docente universitario in scienze veterinarie; insegnante universitario di discipline agrarie; professore universitario di discipline agrarie; professore universitario di discipline forestali,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.2.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.2.2
2.6.1.2.3,Docenti universitari in scienze mediche,2-6-1-2-3-docenti-universitari-in-scienze-mediche,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.2,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario in scienze della salute; docente universitario in scienze mediche; insegnante universitario in scienze mediche; professore universitario di medicina; professore universitario in scienze mediche,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.2.3,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.2.3
2.6.1.3.1,Docenti universitari in scienze ingegneristiche civili e dell'architettura,2-6-1-3-1-docenti-universitari-in-scienze-ingegneristiche-civili-e-dell-architet,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.3,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario di architettura; docente universitario di ingegneria civile; docente universitario in scienze ingegneristiche civili; insegnante universitario di architettura; professore universitario di architettura,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.3.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.3.1
2.6.1.3.2,Docenti universitari in scienze ingegneristiche industriali e dell'informazione,2-6-1-3-2-docenti-universitari-in-scienze-ingegneristiche-industriali-e-dell-inf,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.3,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario di ingegneria industriale; insegnante universitario di ingegneria industriale; professore universitario di ingegneria industriale,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.3.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.3.2
2.6.1.4.0,"Docenti universitari in scienze dell'antichità, filologico-letterarie e storico-artistiche",2-6-1-4-0-docenti-universitari-in-scienze-dell-antichit-filologico-letterarie-e-,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.4,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario di filologia; docente universitario di lettere; docente universitario di lingue straniere; docente universitario di scienze dell'antichità; insegnante universitario di lettere; professore universitario di lettere,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.4.0,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.4.0
2.6.1.5.1,Docenti universitari in scienze storiche e filosofiche,2-6-1-5-1-docenti-universitari-in-scienze-storiche-e-filosofiche,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.5,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario di filosofia; docente universitario di storia; insegnante universitario di storia; professore universitario di filosofia; professore universitario di storia,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.5.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.5.1
2.6.1.5.2,Docenti universitari in scienze pedagogiche e psicologiche,2-6-1-5-2-docenti-universitari-in-scienze-pedagogiche-e-psicologiche,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.5,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario di pedagogia; docente universitario di psicologia; insegnante universitario di psicologia; professore universitario di psicologia,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.5.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.5.2
2.6.1.6.0,Docenti universitari in scienze economiche e statistiche,2-6-1-6-0-docenti-universitari-in-scienze-economiche-e-statistiche,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.6,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario di discipline economiche; docente universitario di discipline finanziarie; docente universitario di geografia generale ed economica; docente universitario in scienze statistiche; insegnante universitario in scienze statistiche; professore universitario in scienze statistiche,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.6.0,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.6.0
2.6.1.7.1,Docenti universitari in scienze giuridiche,2-6-1-7-1-docenti-universitari-in-scienze-giuridiche,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.7,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario di discipline giuridiche; insegnante universitario di discipline giuridiche; professore universitario di discipline giuridiche,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.7.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.7.1
2.6.1.7.2,Docenti universitari in scienze politiche e sociali,2-6-1-7-2-docenti-universitari-in-scienze-politiche-e-sociali,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.1,2.6.1.7,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell'Università pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze.",docente universitario di scienze politiche; insegnante universitario di scienze politiche; professore universitario di scienze politiche,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.1.7.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.1.7.2
2.6.2.1.1,Ricercatori e tecnici laureati nelle scienze matematiche e dell'informazione,2-6-2-1-1-ricercatori-e-tecnici-laureati-nelle-scienze-matematiche-e-dell-inform,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.2,2.6.2.1,Laurea magistrale o superiore,Master's degree or higher,Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell'unità professionale svolgono le attività previste nell'ambito delle scienze matematiche e dell'informazione.,assegnista di ricerca nelle scienze dell'informazione; assegnista di ricerca nelle scienze matematiche; ricercatore universitario nelle scienze dell'informazione; ricercatore universitario nelle scienze matematiche; tecnico laureato nelle scienze dell'informazione; tecnico laureato nelle scienze matematiche,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.2.1.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.2.1.1
2.6.2.1.2,Ricercatori e tecnici laureati nelle scienze fisiche,2-6-2-1-2-ricercatori-e-tecnici-laureati-nelle-scienze-fisiche,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.2,2.6.2.1,Laurea magistrale o superiore,Master's degree or higher,Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell'unità professionale svolgono le attività previste nell'ambito delle scienze fisiche.,assegnista di ricerca nelle scienze fisiche; ricercatore universitario nelle scienze fisiche; tecnico laureato nelle scienze fisiche,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.2.1.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.2.1.2
2.6.2.1.3,Ricercatori e tecnici laureati nelle scienze chimiche e farmaceutiche,2-6-2-1-3-ricercatori-e-tecnici-laureati-nelle-scienze-chimiche-e-farmaceutiche,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.2,2.6.2.1,Laurea magistrale o superiore,Master's degree or higher,Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell'unità professionale svolgono le attività previste nell'ambito delle scienze chimiche e farmaceutiche.,assegnista di ricerca nelle scienze chimiche e farmaceutiche; ricercatore universitario nelle scienze chimiche e farmaceutiche; tecnico laureato nelle scienze chimiche e farmaceutiche,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.2.1.3,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.2.1.3
2.6.2.1.4,Ricercatori e tecnici laureati nelle scienze della terra,2-6-2-1-4-ricercatori-e-tecnici-laureati-nelle-scienze-della-terra,2,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",2.6,2.6.2,2.6.2.1,Laurea magistrale o superiore,Master's degree or higher,Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell'unità professionale svolgono le attività previste nell'ambito delle scienze della terra.,assegnista di ricerca nelle scienze della terra; ricercatore universitario nelle scienze della terra; tecnico laureato nelle scienze della terra,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=2.6.2.1.4,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=2.6.2.1.4
