code,title_it,slug,grande_gruppo,grande_gruppo_name_it,gruppo,classe,categoria,education_it,education_en,description,examples,istat_url,inapp_url
1.1.1.1.1,Membri di organismi di governo e di assemblee nazionali con potestà legislativa e regolamentare,1-1-1-1-1-membri-di-organismi-di-governo-e-di-assemblee-nazionali-con-potest-leg,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.1,1.1.1.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità definiscono, discutono e approvano leggi, regolamenti e statuti validi sull'intero territorio nazionale, definiscono le politiche di governo individuando e allocando le risorse necessarie alla loro realizzazione.",membro del consiglio dei ministri; membro del senato; membro della camera dei deputati,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.1.1.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.1.1.1
1.1.1.1.2,Membri di autorità indipendenti con potestà regolamentare,1-1-1-1-2-membri-di-autorit-indipendenti-con-potest-regolamentare,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.1,1.1.1.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità definiscono, discutono e approvano atti di regolamentazione validi sull'intero territorio nazionale e destinati agli operatori di settori oggetto di regolazione e controllo",membro di autorità indipendente,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.1.1.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.1.1.2
1.1.1.2.0,Membri di organismi di governo e di assemblee regionali e di Province autonome con potestà legislativa e regolamentare,1-1-1-2-0-membri-di-organismi-di-governo-e-di-assemblee-regionali-e-di-province-,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.1,1.1.1.2,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità applicano sul territorio leggi nazionali e, negli ambiti previsti dall'organizzazione dello Stato, definiscono, discutono e approvano leggi, regolamenti e statuti validi sul territorio regionale e delle Province autonome, definiscono le politiche di governo locale individuando e allocando le risorse necessarie alla loro realizzazione.",membro del consiglio regionale; membro della giunta di provincia autonoma; membro della giunta regionale; membro di consiglio di provincia autonoma; presidente della giunta regionale; presidente di provincia autonoma,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.1.2.0,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.1.2.0
1.1.1.3.0,Membri di organismi di governo e di assemblee provinciali con potestà regolamentare o di città metropolitana,1-1-1-3-0-membri-di-organismi-di-governo-e-di-assemblee-provinciali-con-potest-r,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.1,1.1.1.3,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità applicano sul territorio leggi nazionali e locali e, negli ambiti previsti dall'organizzazione dello Stato e della Regione di appartenenza, definiscono, discutono e approvano regolamenti e statuti validi sul territorio provinciale, definiscono le politiche di governo locale individuando e allocando le risorse necessarie alla loro realizzazione.",membro del consiglio della città metropolitana; membro del consiglio provinciale; membro della conferenza della città metropolitana; presidente della giunta provinciale,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.1.3.0,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.1.3.0
1.1.1.4.0,Membri di organismi di governo e di assemblee sub-provinciali e comunali con potestà regolamentare,1-1-1-4-0-membri-di-organismi-di-governo-e-di-assemblee-sub-provinciali-e-comuna,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.1,1.1.1.4,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità applicano sul territorio leggi nazionali e locali e, negli ambiti previsti dall'organizzazione dello Stato, della Regione e della Provincia di appartenenza, definiscono, discutono e approvano regolamenti e statuti validi sul territorio comunale o sub-provinciale, definiscono le politiche di governo locale individuando e allocando le risorse necessarie alla loro realizzazione.",membro del consiglio comunale; membro della giunta comunale; presidente di comunità montana; sindaco,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.1.4.0,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.1.4.0
1.1.2.1.0,"Ambasciatori, ministri plenipotenziari ed alti dirigenti della carriera diplomatica",1-1-2-1-0-ambasciatori-ministri-plenipotenziari-ed-alti-dirigenti-della-carriera,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità agiscono per conto dello Stato e del governo e li rappresentano presso altri Stati e presso le organizzazioni internazionali, tutelano gli interessi nazionali e i diritti dei concittadini all'estero e, nei casi previsti dalla legge, garantiscono la vigilanza sulle attività di organismi nazionali operanti all'estero e svolgono funzioni amministrative sussidiarie.",ambasciatore; commissario consolare; consigliere di ambasciata; consigliere di legazione; consigliere per l' emigrazione e gli affari sociali; console; console generale; ministro plenipotenziario; vice ambasciatore,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.1.0,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.1.0
1.1.2.2.1,"Prefetti, vice prefetti e alti dirigenti della carriera prefettizia",1-1-2-2-1-prefetti-vice-prefetti-e-alti-dirigenti-della-carriera-prefettizia,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.2,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità assicurano e garantiscono sul territorio l'unitarietà e l'efficacia delle politiche di governo e dell'azione delle amministrazioni periferiche dello Stato, coordinando attività e funzioni di queste ultime con quelle delle amministrazioni locali; rappresentano il governo sul territorio.",commissario di governo; prefetto; vice prefetto; vice prefetto aggiunto,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.2.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.2.1
1.1.2.2.2,Responsabili della sicurezza pubblica,1-1-2-2-2-responsabili-della-sicurezza-pubblica,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.2,Laurea magistrale o superiore,Master's degree or higher,Le professioni classificate in questa unità sovrintendono alle attività degli organi di pubblica sicurezza e di protezione civile e adottano misure volte a garantire la sicurezza dei cittadini.,capo della polizia; capo dipartimento dell'amministrazione penitenziaria; comandante generale della guardia di finanza; dirigente generale dei vigili del fuoco; dirigente generale della pubblica sicurezza; dirigente superiore dei vigili del fuoco; dirigente superiore della polizia di stato; questore; ufficiale generale del corpo dei carabinieri; ufficiale generale della guardia di finanza,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.2.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.2.2
1.1.2.3.1,"Direttori generali, dipartimentali ed equiparati delle amministrazioni dello Stato, degli enti pubblici non economici",1-1-2-3-1-direttori-generali-dipartimentali-ed-equiparati-delle-amministrazioni-,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.3,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità dirigono grandi strutture dell'amministrazione statale e locale e degli enti pubblici non economici, formulano proposte e pareri agli organi cui fanno riferimento, curano l'attuazione dei programmi e delle politiche adottando e definendo le modalità organizzative e le risorse necessarie alla loro realizzazione, esercitando poteri di spesa e attribuendo ai dirigenti subordinati le responsabilità di progetti nonché le risorse necessarie a realizzarli, verificandone e controllandone le attività rispetto agli obiettivi fissati e mantenendo la responsabilità della gestione e dei risultati raggiunti.",capo dipartimento nelle amministrazioni dello stato; direttore centrale di amministrazione pubblica; direttore di reparto nelle amministrazioni dello stato; direttore generale amministrativo di ente pubblico; direttore generale amministrativo nelle amministrazioni dello stato; direttore generale di ministero; dirigente generale nell'amministrazione pubblica; ispettore generale capo; ispettore generale superiore; segretario generale di camera di commercio; segretario generale di ministero,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.3.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.3.1
1.1.2.3.2,"Rettori di università, direttori di istituzioni dell'Alta Formazione e di enti di ricerca",1-1-2-3-2-rettori-di-universit-direttori-di-istituzioni-dell-alta-formazione-e-d,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.3,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità dirigono università pubbliche e private, istituzioni dell'Alta Formazione Artistica, Musicale e Coreutica riconosciute, che rilasciano titoli di livello universitario ed enti di ricerca, formulano proposte e pareri agli organi cui fanno riferimento, curano l'attuazione dei programmi e delle politiche adottando e definendo le modalità organizzative e le risorse necessarie alla loro realizzazione, esercitando poteri di spesa e attribuendo ai dirigenti subordinati le responsabilità di progetti nonché le risorse necessarie a realizzarli, verificandone e controllandone le attività rispetto agli obiettivi fissati e mantenendo la responsabilità della gestione e dei risultati raggiunti.",direttore centrale di ente di ricerca; direttore di accademia di belle arti; direttore di conservatorio; direttore di istituto superiore di studi musicali; direttore generale di ente di ricerca; rettore di università,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.3.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.3.2
1.1.2.3.3,Direttori generali ed equiparati nella sanità,1-1-2-3-3-direttori-generali-ed-equiparati-nella-sanit,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.3,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità dirigono grandi strutture del Servizio Sanitario Nazionale, formulano proposte e pareri agli organi cui fanno riferimento, curano l'attuazione dei programmi e delle politiche adottando e definendo le modalità organizzative e le risorse necessarie alla loro realizzazione, esercitando poteri di spesa e attribuendo ai dirigenti subordinati le responsabilità di progetti nonchè le risorse necessarie a realizzarli, verificandone e controllandone le attività rispetto agli obiettivi fissati e mantenendo la responsabilità della gestione e dei risultati raggiunti.",direttore dei servizi sociali; direttore di azienda sanitaria o equiparata; direttore di distretto sanitario; direttore generale dei servizi medici; direttore generale dei servizi veterinari; direttore generale di ospedale; direttore sanitario; direttore sanitario in strutture private; ispettore generale medico; ispettore generale sanitario; ispettore generale veterinario,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.3.3,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.3.3
1.1.2.3.4,"Direttori generali ed equiparati nelle regioni, nelle province autonome e negli enti locali",1-1-2-3-4-direttori-generali-ed-equiparati-nelle-regioni-nelle-province-autonome,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.3,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità dirigono grandi strutture dell'amministrazione locale e degli enti locali, formulano proposte e pareri agli organi cui fanno riferimento, curano l'attuazione dei programmi e delle politiche adottando e definendo le modalità organizzative e le risorse necessarie alla loro realizzazione, esercitando poteri di spesa e attribuendo ai dirigenti subordinati le responsabilità di progetti nonchè le risorse necessarie a realizzarli, verificandone e controllandone le attività rispetto agli obiettivi fissati e mantenendo la responsabilità della gestione e dei risultati raggiunti.",direttore generale di ente locale; direttore generale di regione o provincia autonoma,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.3.4,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.3.4
1.1.2.3.5,Sovrintendenti al patrimonio culturale nazionale,1-1-2-3-5-sovrintendenti-al-patrimonio-culturale-nazionale,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.3,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità attuano sul territorio gli indirizzi in materia di tutela, salvaguardia e conservazione dei beni storico-artistici, archeologici, architettonici, paesaggistici e archivistici vigilando sull'osservanza delle leggi in materia di tutela da parte di soggetti pubblici e privati detentori dei suddetti beni, proponendo priorità nell'allocazione delle risorse e promuovendo iniziative per il recupero e la valorizzazione.",sovrintendente archivio centrale di stato; sovrintendente beni archeologici; sovrintendente beni architettonici e paesaggistici; sovrintendente beni artistici; sovrintendente beni storici,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.3.5,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.3.5
1.1.2.4.1,Dirigenti amministrativi,1-1-2-4-1-dirigenti-amministrativi,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.4,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità dirigono l'area amministrativa delle articolazioni funzionali dell'amministrazione statale e delle sue articolazioni territoriali, degli enti pubblici non economici, delle regioni e delle province autonome, delle università, degli enti di ricerca, degli enti locali e del Servizio Sanitario Nazionale. Organizzano, predispongono e gestiscono attività economiche e di bilancio; adottano atti e provvedimenti amministartivi autonomamente rispetto ai poteri di spesa e alle risorse finanziarie assegnate; definiscono gli obiettivi da raggiungere, ripartiscono gli incarichi ai loro subordinati e ne controllano l'operato.",dirigente amministrativo della pubblica amministrazione,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.4.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.4.1
1.1.2.4.2,Dirigenti tecnici e professionali,1-1-2-4-2-dirigenti-tecnici-e-professionali,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.4,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità dirigono l'area tecnica delle articolazioni funzionali dell'amministrazione statale e locale, degli enti pubblici non economici, delle università, degli enti di ricerca, degli enti locali e della sanità. Curano l'attuazione dei progetti loro affidati adottando e definendo, nei limiti di competenza, le modalità organizzative e le risorse necessarie alla loro realizzazione, esercitando i poteri di spesa loro attribuiti, coordinando le attività degli uffici loro subordinati, individuando i responsabili delle procedure affidate al proprio ufficio e verificando e controllando le attività complessive dell'ufficio rispetto agli obiettivi fissati. Sono responsabili della gestione e dei risultati raggiunti.",dirigente analista; dirigente architetto; dirigente avvocato; dirigente biologo; dirigente chimico; dirigente farmacista; dirigente fisico; dirigente geologo; dirigente informatico e ict; dirigente ingegnere; dirigente psicologo; dirigente sociologo; dirigente statistico,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.4.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.4.2
1.1.2.4.3,Dirigenti nella sanità,1-1-2-4-3-dirigenti-nella-sanit,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.4,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità dirigono, coordinano e organizzano articolazioni funzionali del Servizio Sanitario Nazionale, impartiscono direttive al personale e formulano i provvedimenti necessari alla fornitura e all'espletamento corretto dei servizi. Sono responsabili delle scelte nei riguardi degli interventi preventivi, clinici, diagnostici e terapeutici. Curano l'attuazione dei progetti loro affidati adottando e definendo, nei limiti di competenza, le modalità organizzative e le risorse necessarie alla loro realizzazione, esercitando i poteri di spesa loro attribuiti, coordinando le attività degli uffici loro subordinati, individuando i responsabili delle procedure affidate al proprio ufficio e verificando e controllando le attività complessive dell'ufficio rispetto agli obiettivi fissati. Sono responsabili della gestione e dei risultati raggiunti. La dirigenza sanitaria è disciplinata dal dlgs. 3 febbraio 1993, n.29 e dalle successive modifiche introdotte dal dlgs 19 giugno 1999, n°229",dirigente medico; dirigente odontoiatra; dirigente veterinario,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.4.3,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.4.3
1.1.2.4.4,Dirigenti delle professioni sanitarie,1-1-2-4-4-dirigenti-delle-professioni-sanitarie,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.4,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità dirigono articolazioni funzionali del Servizio Sanitario Nazionale, formulano proposte e pareri ai direttori generali o dipartimentali da cui dipendono, curano l'attuazione dei progetti loro affidati adottando e definendo, nei limiti di competenza, le modalità organizzative e le risorse necessarie alla loro realizzazione, esercitando i poteri di spesa loro attribuiti, coordinando le attività degli uffici loro subordinati, individuando i responsabili delle procedure affidate al proprio ufficio e verificando e controllando le attività complessive dell'ufficio rispetto agli obiettivi fissati. Sono responsabili della gestione e dei risultati raggiunti. La dirigenza sanitaria è disciplinata dal dlgs. 3 febbraio 1993, n.29 e dalle successive modifiche introdotte dal dlgs 19 giugno 1999, n°229",dirigente delle professioni sanitarie infermieristiche e della professione sanitaria ostetrica; dirigente delle professioni sanitarie riabilitative; dirigente delle professioni tecniche della prevenzione; dirigente delle professioni tecnico sanitarie; dirigente sanitario,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.4.4,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.4.4
1.1.2.4.5,Dirigenti scolastici ed equiparati,1-1-2-4-5-dirigenti-scolastici-ed-equiparati,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.4,Laurea magistrale o superiore,Master's degree or higher,"Le professioni comprese in questa unità dirigono, coordinano e organizzano l'attività delle istituzioni scolastiche di ogni ordine e grado, pubbliche e private riconosciute, assicurano e sono responsabili della gestione delle risorse finanziarie e strumentali dell'istituzione scolastica, ne hanno la rappresentanza legale. Valorizzano le risorse umane, promuovono interventi e attività per assicurare la qualità dei processi formativi e la collaborazione delle risorse culturali, professionali, sociali ed economiche del territorio; garantiscono l'esercizio della libertà di insegnamento e di innovazione metodologica e didattica, la scelta educativa delle famiglie e l'attuazione del diritto all'apprendimento da parte degli alunni. Coinvolgono il personale docente e gli organi collegiali nelle decisioni in materia di organizzazione delle attività scolastiche, di didattica ed offerta formativa.",direttore di istituto di istruzione; direttore di istituto musicale pareggiato; direttore di istituto superiore per le industrie artistiche; direttore di scuola d'arte; direttore didattico; dirigente delle istituzioni di alta formazione e specializzazione artistica e musicale (afam); dirigente scolastico; manager scolastico (grandi istituti secondari); preside,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.4.5,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.4.5
1.1.2.4.6,Segretari comunali e provinciali,1-1-2-4-6-segretari-comunali-e-provinciali,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.2,1.1.2.4,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità svolgono, in ciascun comune ed ogni provincia, compiti di collaborazione e funzioni di assistenza giuridico-amministrativa nei confronti degli organi dell'ente in ordine alla conformità dell'azione amministrativa alle leggi, allo statuto e ai regolamenti. Sovrintendono allo svolgimento delle funzioni dei dirigenti dell'ente e ne coordinano l'attività. Partecipano con funzioni consultive, referenti e di assistenza alle riunioni del consiglio e della giunta e ne curano la verbalizzazione; esprimono il parere previsto in relazione agli atti della giunta e del consiglio dell' ente in assenza dei responsabili dei servizi; rogano, su richiesta dell'ente, i contratti nei quali l'ente è parte e autentica scritture private ed atti unilaterali nell'interesse dell'ente; esercitano ogni altra funzione attribuitagli dallo statuto o dai regolamenti, o conferitagli dal sindaco o dal presidente della provincia. Esercitano le funzioni di direttore generale, ove conferite dal Sindaco, nei comuni con popolazione superiore ai 100.000 abitanti. Sono, di norma, Responsabili della prevenzione della corruzione e della trasparenza.",segretari comunali; segretari provinciali; segretati nelle unioni di comuni,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.2.4.6,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.2.4.6
1.1.3.1.0,"Magistrati con funzioni direttive superiori, di indirizzo e di coordinamento",1-1-3-1-0-magistrati-con-funzioni-direttive-superiori-di-indirizzo-e-di-coordina,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.3,1.1.3.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità presiedono, dirigono e organizzano gli uffici giudiziari e le loro articolazioni interne, ne coordinano le attività, distribuiscono il lavoro fra i giudici, vigilano sulla loro attività e su quelle dei servizi ausiliari, curano e garantiscono lo scambio di informazioni giurisprudenziali.",consigliere della corte dei conti ed equiparato; consigliere di stato ed equiparato; presidente aggiunto; presidente del consiglio di stato; presidente di sezione ed equiparato; primo referendario; procuratore generale ed equiparato; referendario,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.3.1.0,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.3.1.0
1.1.4.1.1,Dirigenti di partiti e movimenti politici,1-1-4-1-1-dirigenti-di-partiti-e-movimenti-politici,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.4,1.1.4.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità definiscono, promuovono, dirigono e attuano le politiche e le strategie dei partiti e movimenti politici; organizzano campagne elettorali e di propaganda.",dirigente di movimento politico; dirigente di partito politico,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.4.1.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.4.1.1
1.1.4.1.2,Dirigenti di sindacati e altre organizzazioni a tutela di interessi economici e sociali,1-1-4-1-2-dirigenti-di-sindacati-e-altre-organizzazioni-a-tutela-di-interessi-ec,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.4,1.1.4.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità definiscono, promuovono, dirigono e attuano le politiche e le strategie delle organizzazioni sindacali ovvero di altre associazioni che tutelano gli interessi economici dei cittadini, di categorie economiche o sociali; rappresentano le suddette organizzazioni o associazioni nei confronti di parti terze e agiscono per loro conto; organizzano campagne di promozione delle finalità associative nonché il reclutamento e la formazione degli associati.",dirigente sindacale,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.4.1.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.4.1.2
1.1.4.2.0,"Dirigenti di associazioni umanitarie, culturali, scientifiche e sportive di interesse nazionale o sovranazionale",1-1-4-2-0-dirigenti-di-associazioni-umanitarie-culturali-scientifiche-e-sportive,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.1,1.1.4,1.1.4.2,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità definiscono, promuovono, dirigono e attuano le politiche e le strategie delle organizzazioni di cui fanno parte; le rappresentano nei confronti di parti terze e agiscono per loro conto; organizzano campagne di promozione delle finalità associative nonché il reclutamento e la formazione degli associati.",dirigente di organizzazione culturale; dirigente di organizzazione umanitaria,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.1.4.2.0,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.1.4.2.0
1.2.1.1.0,"Imprenditori e amministratori di grandi aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",1-2-1-1-0-imprenditori-e-amministratori-di-grandi-aziende-che-operano-nell-agric,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.2,1.2.1,1.2.1.1,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità guidano imprese o organizzazioni che operano nel settore economico dell'agricoltura, silvicoltura e pesca, classificato sotto la Sezione A della Classificazione delle attività economiche, direttamente come proprietari o per conto della proprietà, le rappresentano nei confronti di terze parti e, con il supporto di uno o più direttori che coordinano strutture dirigenziali, ne definiscono, pianificano, dirigono e coordinano le politiche, le strategie produttive e le attività, generalmente seguendo le direttive di un consiglio di amministrazione o di direzione a cui rispondono per le decisioni prese e i risultati ottenuti.",imprenditore o amministratore delegato di grande azienda agricola; imprenditore o amministratore delegato di grande azienda di allevamento; imprenditore o amministratore delegato di grande azienda ittica; imprenditore o amministratore delegato di grande azienda per la silvicoltura,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.2.1.1.0,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.2.1.1.0
1.2.1.2.1,Imprenditori e amministratori di grandi aziende che operano nella manifattura e nell'estrazione di minerali,1-2-1-2-1-imprenditori-e-amministratori-di-grandi-aziende-che-operano-nella-mani,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.2,1.2.1,1.2.1.2,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità guidano imprese o organizzazioni che operano nei settori economici delle attività estrattive e manifatturiere, classificati sotto le Sezioni B e C della Classificazione delle attività economiche, direttamente come proprietari o per conto della proprietà, le rappresentano nei confronti di terze parti e, con il supporto di uno o più direttori che coordinano strutture dirigenziali, ne definiscono, pianificano, dirigono e coordinano le politiche, le strategie produttive e le attività, generalmente seguendo le direttive di un consiglio di amministrazione o di direzione a cui rispondono per le decisioni prese e i risultati ottenuti.",imprenditore o amministratore delegato di grande azienda alimentare; imprenditore o amministratore delegato di grande azienda del mobile; imprenditore o amministratore delegato di grande azienda di costruzioni meccaniche; imprenditore o amministratore delegato di grande azienda farmaceutica; imprenditore o amministratore delegato di grande azienda tessile; imprenditore o amministratore delegato di grande impresa di costruzione navale; imprenditore o amministratore delegato di grande impresa manifatturiera,https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.2.1.2.1,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.2.1.2.1
1.2.1.2.2,"Imprenditori e amministratori di grandi aziende che operano nella produzione e distribuzione di energia elettrica, gas e acqua e nella gestione dei rifiuti",1-2-1-2-2-imprenditori-e-amministratori-di-grandi-aziende-che-operano-nella-prod,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA",1.2,1.2.1,1.2.1.2,Laurea magistrale o superiore,Master's degree or higher,"Le professioni classificate in questa unità guidano imprese o organizzazioni che operano nei settori economici della fornitura di energia elettrica, gas, vapore e aria condizionata, della fornitura di acqua delle reti fognarie e delle attività di trattamento dei rifiuti e risanamento, classificati rispettivamente sotto le Sezioni D ed E della Classificazione delle attività economiche, direttamente come proprietari o per conto della proprietà, le rappresentano nei confronti di terze parti e, con il supporto di uno o più direttori che coordinano strutture dirigenziali, ne definiscono, pianificano, dirigono e coordinano le politiche, le strategie produttive e le attività, generalmente seguendo le direttive di un consiglio di amministrazione o di direzione a cui rispondono per le decisioni prese e i risultati ottenuti. Nelle attività di pianificazione e coordinamento strategico si relazionano anche con l'amministrazione centrale e gli Enti locali per erogare, nel rispetto di complesse normative nazionali e comunitarie, servizi di pubblico interesse contraddistinti da un'elevata caratterizzazione ambientale. Possono interagire, inoltre, con le comunità locali, applicando tecniche e strumenti di progettazione partecipata per facilitare la condivisione e accettazione di grandi opere e progetti con possibili impatti ambientali e/o socio-economici.","imprenditore o amministratore delegato di grande azienda di attività estrattiva; imprenditore o amministratore delegato di grande azienda di produzione o distribuzione di energia, gas o acqua; imprenditore o amministratore delegato di grande impresa di servizi ambientali",https://professioni.istat.it/sistemainformativoprofessioni/cp/scheda.php?id=1.2.1.2.2,https://www.inapp.gov.it/professioni/scopri-professioni/scheda/?keyword=1.2.1.2.2
